,description,snippet.requirement,snippet.responsibility
0,"**Обязанности:**

  * Дизайн в социальных сетях: изображения для Instagram, баннеры, обложки, креативы для таргетинга, шаблоны публикаций, инфографики.
  * Подбор и обработка фото для креативов.
  * Участие в подготовке предложений клиентам на уровне оформления.

**Требования:**

  * Опыт работы в Digital и SMM.
  * Cпособность быстро разбираться в любой тематике.
  * Умение планировать свою работу, высокая эффективность, грамотный time management.
  * Adobe Photoshop и Illustrator.
  * Большим плюсом будет, если вы разбираетесь в motion дизайне и владеете After Effects.

**Условия:**

  * Офис в центре левого берега;
  * Трехразовое питание за счет компании.
  * Мы регулярно инвестируем в квалификацию своих сотрудников: обучаем, оплачиваем курсы и тренинги.
  * Замечательный коллектив.
  * Перспективы карьерного роста.

**Рассмотрение кандидатов проходит в следующем порядке:**

  * Ты отправляешь хорошо оформленное портфолио с работами и достижениями.
  * Мы высылаем тебе тестовое задание, ты его выполняешь и отправляешь нам на проверку.
  * В случае успешного выполнения тестового задания, мы проводим финальное собеседование.

","...грамотный time management. Adobe Photoshop и Illustrator. Большим плюсом
будет, если вы разбираетесь в motion дизайне и владеете After Effects.

","Дизайн в социальных сетях: изображения для Instagram, баннеры, обложки,
креативы для таргетинга, шаблоны публикаций, инфографики. Подбор и обработка
фото для...

"
0,"

Образовательный фонд «Талант и успех» учредили 24 декабря 2014 года выдающиеся
российские деятели науки, спорта и искусства по инициативе Президента
Российской Федерации Владимира Путина

Фонд занимается ранним выявлением, развитием и дальнейшей профессиональной
поддержкой одаренных детей и молодежи. С этой целью в 2015 году создан
Образовательный центр «Сириус», круглогодично работающий на базе  
олимпийских объектов в одноименном городском округе, образованном в 2020 году
на территории Имеретинской низменности

Фонд создает в новом городе Инновационный научно-технологический центр (ИНТЦ).
Вместе с резидентами – ведущими компаниями и исследовательскими центрами
России – ИНТЦ займется повышением инвестиционной̆ привлекательности
исследований и разработок, коммерциализацией их результатов, подготовкой
высокопрофессиональных и целеустремленных  
специалистов

Основным источником кадров для резидентов и партнеров  
ИНТЦ станет Университет «Сириус», уже начавший работу в 2019 году

Сириус – наукоград будущего, в котором органично переплетаются и дополняют
друг друга образование и творчество, наука и искусство, бизнес и инновации,
спорт и здоровый̆ образ жизни

Мы приглашаем присоединиться к нашей команде!

**Обязанности:**

  * Создание макетов полиграфических, сувенирных, мультемедийных и других графических материалов: буклетов, журналов, плакатов, стендов, презентаций и т.д.
  * Создание предпечатной подготовки оригинал-макетов в соответствии с технологическими требованиями полиграфического производства
  * Участие в проведении оформительских работ в помещении организации
  * Инициация предложений по внедрению единых стандартов оформления

**Требования:**

  * **НАЛИЧИЕ В РЕЗЮМЕ ССЫЛКИ НА ПОРТФОЛИО - обязательное условие**
  * Высшее профильное образование
  * Опыт верстки макетов полиграфической продукции, наружной рекламы, мультимедиа презентации
  * Знание технологий prepress
  * Опыт создания motion
  * Знание Adobe Photoshop, Adobe Illustrator,Corel Draw

**Условия:**

  * Питание
  * Проживание для иногородних
  * Служебный транспорт
  * Медицинская книжка за счет работодателя
  * Официальное оформление
  * Бессрочный трудовой договор
  * Гарантии и компенсации в рамках ТК РФ
  * Обучение
  * Спортивные и досуговые мероприятия
  * Библиотека для работников
  * Подарки детям работников
  * Льготы для детей работников в детском саду и Лицее «Сириус»

","Опыт верстки макетов полиграфической продукции, наружной рекламы, мультимедиа
презентации. Знание технологий prepress. Опыт создания motion. Знание Adobe
Photoshop, Adobe Illustrator...

","Создание макетов полиграфических, сувенирных, мультемедийных и других
графических материалов: буклетов, журналов, плакатов, стендов, презентаций и
т.д. Создание предпечатной подготовки...

"
0,"

Брендинговое агентство makelove ищет дизайнера, который возьмет на себя работу
по созданию креативных концепций для имиджа работодателя. Работать предстоит в
команде с арт-директором, дизайнерами и креативщиками.  
Нам важно, чтобы вас перло от работы, вы гордились реализованными проектами
как до нас, так и с нами, чтобы вы имели системный и осознанный подход к
работе, а главное, добивались целей.

О требованиях:

— Разработка креативных концепций и фирменного стиля  
— Умение работать с комментариями клиента  
— Виртуозное владение пакетом Adobe (+ Figma, Sketch, Keynote)  
— Знание 3D / моушна / веба (как преимущество)

Что придется делать:

— Генерировать идеи, предлагать новые форматы и решения в области брендинга  
— Разрабатывать KV

С нас:

— Уютнейший двухэтажный офис с собственным баром рядом с метро Бауманская (и
м. Краснопресненская)  
— График с 10 до 19 и зарплата без задержек  
— Возможность внедрять собственные проекты и идеи в рамках агентства  
— Амбициозные проекты  
— Вечеринки

","Умение работать с комментариями клиента. — Виртуозное владение пакетом Adobe
(+ Figma, Sketch, Keynote). — Знание 3D / моушна / веба (как преимущество).

","Разработка креативных концепций и фирменного стиля. — Генерировать идеи,
предлагать новые форматы и решения в области брендинга. — Разрабатывать KV.

"
0,"

Мы продуктовая IT-компания Skyrocket.  
Занимаемся разработкой и продвижением собственных мобильных приложений и игр,
которые пользуются популярностью во всем мире.  
  
Ищем в нашу дружную команду нацеленного на результат User Acquisition Manager

**Что вы будете делать:**

  * настройка и запуск рекламных кампаний для продвижения приложений, а также их оптимизация;
  * аналитика рекламных кампаний и привлекаемых пользователей;
  * участие в формировании концепций рекламных креативов;
  * мониторинг бюджета и результатов на соответствие целям;
  * конкурентный анализ в разрезе источников привлечения и визуальной части;
  * постоянный мониторинг качества трафика, отслеживание ключевых показателей: LTV, ARPU, CPI, ROI;
  * коммуникация с текущими партнерами;
  * поиск новых источников трафика и коммуникация с представителями сетей для выстраивания сотрудничества;
  * тесное взаимодействие с motion designer;

  
**Мы ожидаем от вас:**

  * опыт работы в продвижении приложений и игр через различные источники трафика (Facebook, Snapchat, Google и других сетях) от 1,5 лет;
  * знание и понимание расчета мобильных метрик: СPA, ARPPU, LTV, ROMI, CVR, Retention и других;
  * сильные аналитические способности, умение прогнозировать;
  * креативность и проактивный подход;
  * уверенное пользование Excel;
  * опыт с Ocean Engine;
  * английский язык не ниже Upper - Intermediate;
  * навыки работы с формированием концепций креативов и их аналитикой;
  * постановка задач на создание рекламных креативов.

  
**Что мы предлагаем:**

  * Работу над собственными топовыми продуктами, которые используют сотни тысяч людей;
  * Бонусы по достижению KPI;
  * Возможность для личного, профессионального и карьерного роста
  * Отсутствие ненужной бюрократии, а только result-oriented подход;
  * Комфортные условия работы в офисе, расположенном в самом центре города;
  * Стабильную заработную плату, привязанную к курсу USD;
  * Гибкий график;
  * Компенсацию обучения, курсов, занятий английским языком;
  * Оплату занятий спортом;
  * 5 personal days;
  * Компенсация мед. обслуживания;
  * Майские и новогодние оплачиваемые каникулы

  
**Продукты компании:**  
  
 **Invoice maker app** – эффективный и быстрый способ создания и отправки
ваших счетов, позволяет создать счет за 1 минуту  
  
 **Second Phone Number for Me** \- приложение предназначенное для бизнес-
профессионалов, которые хотят сохранить свой реальный номер телефона в
секрете. Возможность звонить со своего смартфона, используя неограниченное
количество отдельных телефонных номеров.  
  
 **Call recorder** \- позволяет записать исходящие звонки в несколько нажатий
и получить доступ к разговорам в любом месте и в любое время.  
  
 **Translate Me** \- мощный инструмент для перевода текста, речи и разговоров
в реальном времени. Теперь путешествовать по миру и общаться стало проще.
Выбирайте нужные языки и легко разговаривайте, даже не прикасаясь к
устройству!  
  
 **Live Wallpaper & ASMR Studio** – оживите экран iPhone захватывающими
пейзажами, домашними животными или абстрактными подвижными образами.

**Scanner PDF** – универсальный инструмент для сканирования любого бумажного
документа и мгновенного сохранения его цифровой версии. Мощный сканер, который
помещается в вашем кармане. Держите все важные документы на кончиках ваших
пальцев и легко справляйтесь с бумажным беспорядком.

","Опыт работы в продвижении приложений и игр через различные источники трафика
(Facebook, Snapchat, Google и других сетях) от 1,5...

","...с текущими партнерами. Поиск новых источников трафика и коммуникация с
представителями сетей для выстраивания сотрудничества. Тесное взаимодействие с
motion designer.

"
0,"

 _ **Teslasuit** is the one of a kind world's first full-body haptic suit. We
make the experience in virtual and augmented reality more realistic and
effective through the synergy of systems: haptics, motion capture, and
biometry. At present, Teslasuit is designed to be integrated into a diverse
range of enterprise applications and training solutions. In the future,
Teslasuit will be widely used in games and entertainment, fitness and sports,
wellness and healthcare._

_We were named CES 2019 Innovation Awards Honoree in a category of Virtual and
Augmented Reality and recently in March 2019 we have also won the Red Dot:
Best of The Best Product Design Award 2019 and became the 2019 Future Unicorn
Award Winner._

_Now we 're looking for a **Algorithm Developer**._

**Responsibilities:**

  * Collaborating with research team and developing algorithms to improve modeling, simulation, testing and code generation for component-based workflows.
  * Implement performance and quality modules.
  * Developing algorithms for Motion Capture, Electromyography and Bioimpedance Systems.

**Required:**

  * Knowledge of linear algebra and differential equations.
  * Strong proficiency in C++, with fair knowledge of the language specification.
  * Thorough knowledge of the standard library, STL containers, and algorithms.
  * Familiarity with templating in C++.

**Additional Qualifications:**

  * Experience with UML, Design Patterns, and STL or Boost libraries is a plus.
  * Experience with MATLAB, Simulink or other block diagram modeling, simulation and code generation tools is a big plus.
  * Experience with math libraries Eigen, ODEINT, Trilinor – very big plus.

**We offer:**

  * Opportunity to work on a unique product not only in Belarus, but also in the world.
  * Social package: medical insurance, the ability to share and receive new knowledge, gifts to employees (birthday, birth of children), 2 sick days a year, compensation of the first 5 days of a sick leave in the amount of 100% of Job offer.
  * Prospects for professional and career growth.
  * Fresh fruit, tea, coffee, cookies.

","Familiarity with templating in C++. Experience with UML, Design Patterns, and
STL or Boost libraries is a plus.

","...code generation for component-based workflows. Implement performance and
quality modules. Developing algorithms for Motion Capture, Electromyography
and Bioimpedance Systems.

"
0,"

Компания **_«WakeApp»_** — лидер в сфере продвижения мобильных приложений в
России. Мы входим в список ТОП-10 самых влиятельных компаний в мире в сфере
мобильного маркетинга по версии Appsflyer.

  
Приглашаем присоединиться к команде успешного коллегу - User Acquisition
Manager **** с опытом в игровом трафике и утилитами.

  
**Обязанности:**  
* Закупка мобильного игрового трафика (Google ads, Facebok, Applovin, Snapchat, etc.);  
* Оптимизация РК, отслеживание статистики;  
* Создание качественных креативов;  
* Тестирование рекламных объявлений и анализ эффективности;  
* Проработка гипотез и креативов;

**Требования** :  
* Опыт в продвижении мобильных игр и утилитов для IOS от года;  
* Работа с бюджетами $50k+;  
* Знание и умение создавать качественные креативы  
* Опыт в постановке ТЗ для Motion-дизайнеров  
* Знания иностранных языков приветствуются;

**Условия:**  
* Стабильные выплаты заработной платы (фикс + бонус);  
* Работа в дружной команде настоящих профессионалов, готовых всегда поддержать и помочь в любом вопросе;  
* Комфортный офис в шаговой доступности от метро  
* Гибкий график работы, оформление по ТК РБ;

Отклики с сопроводительными письмами рассматриваются в первую очередь.

","Работа с бюджетами $50k+. * Знание и умение создавать качественные креативы. *
Опыт в постановке ТЗ для Motion-дизайнеров. *

","Закупка мобильного игрового трафика (Google ads, Facebok, Applovin, Snapchat,
etc.). * Оптимизация РК, отслеживание статистики. * Создание качественных
креативов. * Тестирование рекламных объявлений...

"
0,"

Мы делаем серию микро-уроков для детей на интерактивной платформе. Уроки по
темам, которые не проходят в школе, но которые являются очень актуальными для
детей – от “как заработать денег” и “как защитить деревню в майнкрафт” до “как
противостоять буллингу” и “как стать крутым ютубером“.  
  
В команде по производству уроков работает методист, разработчик, контент-
продюсер и дизайнер, то есть ты)  
  
Поэтому _**твоими главными задачами будут**_

  * Проводить первичные исследования, формулировать гипотезы вместе с командой, искать инсайты в пользовательской аналитике, проектировать пользовательские сценарии, создавать макеты в Figma, тестировать с пользователем, сопровождать разработку и следить за жизнью фичи на продакшене;
  * При необходимости, рисовать персонажей, иконки и другие графические элементы уроков;
  * Продумывать и создавать дизайн интерфейсов для новых фичей внутри интерактивных уроков: соревновательные игровые механики, квиз-механики и любые другие способы сделать продукт для ученика захватывающим и полезным.  
  
Вот, например, 5 механик, которые мы обсуждали:  
1\. Возможность внутри видео выбирать варианты развития: шло → остановилось →
не пойдёт дальше  
2\. Механика Quiz: выбери одну карточку, потом поставь по-порядку 5 букв,
набор заданий, когда нужно что-то сделать, чтобы двигаться дальше  
3\. Подсчитывать баллы и отображать за определённые типы заданий  
4\. Разработка игры внутри платформы: есть персонаж и он как-то живёт  
5\. Редактор контента для учителей (простой, понятный, с быстрой
визуализацией)

_**Что нужно**_

  * Опыт работы в проектировании детских развлекательных интерфейсов, наличие портфолио;
  * Позитивный опыт работы в продуктовой команде, включая проведение исследований с пользователями и измерение результатов своей работы на основе метрик;
  * Опыт работы в роли графического дизайнера от 2х лет;
  * Знание основ композиции и минимализма;
  * Английский на уровне чтения проф. литературы;
  * Опыт создания моушн-анимации как бонус.

_**Несколько причин работать в Skyeng**_

  * Сильная команда топ-менеджеров и сильная команда маркетинга;
  * Свобода действий. Предлагайте, что и как делать. И делайте;
  * Ресурсы. У вас будет своя разработка, аналитика, продакшн. Мы много инвестируем в масштабирование и рост;
  * Skyeng известен и, чего уж там, это отличная строчка в резюме :)
  * Работа в амбициозной технологичной компании без бюрократии.

_**И еще пара причин работать с нами**_

  * Мы постоянно учимся, участвуем в конференциях, выступаем сами, обмениваемся опытом и развиваем крутую внутреннюю систему обучения Skyway;
  * Даем скидку 50% на уроки английского каждому сотруднику и одному члену семьи;
  * Работать можно из дома или из любого места на планете;
  * Можно влиять на компанию и ее процессы.

Пожалуйста, при отклике приложи ссылку на 2 своих лучших проекта.

","Опыт работы в роли графического дизайнера от 2х лет. Знание основ композиции и
минимализма. Английский на уровне чтения проф.

","При необходимости, рисовать персонажей, иконки и другие графические элементы
уроков. Продумывать и создавать дизайн интерфейсов для новых фичей внутри
интерактивных...

"
0,"

LMG Group - агентство интегрированных коммуникаций  
Мы делаем выставки, организовываем мероприятия, деловые событие, фестивали,
разрабатываем PR кампании и имеем множество дополнительных услуг в сфере
дизайна.  
Если ты хочешь создавать и запускать будущие бренды, стать частью большого
события, создавать концепции, быть частичкой развития Дальнего Востока, наша
команда ждет тебя!  
Видим свое призвание и в том, чтобы дать возможность каждому сотруднику
проявить свои лучшие профессиональные и личностные качества, работая с
удовольствием и получая удовлетворение от результатов своей работы. Кто если
не мы – мы Дальний Восток! Присоединяйтесь к нам, становитесь профессионалом
вместе с LMG Group!  
Ищем младшего графического дизайнера!

Обязанности:  
\- Разработка презентаций проектов, логотипов, фирменного стиля мероприятий  
\- Подготовка к печати макетов в соответствии с техническими требованиями  
производственных компаний  
\- Желание развиваться в web дизайне и интерактивных медиа  
\- Научится делать motion design и другое

Требования:  
  
\- Знание пакета Adobe Illustrator, Photoshop, InDesign. Приветствуется знание
3D  
и принципов web-дизайна.  
\- Наличие портфолио обязательно  
\- Креативность, инициативность, внимательность, умение соблюдать сроки
выполнения  
поставленных задач, хорошее знание русского языка.

Условия:  
  
• Конкурентоспособный уровень заработной платы  
• Возможность профессионального роста  
• Профессиональное обучение и развитие  
• График работы - 5/2 (суб и воск - выходные дни) с 10.00 до 19.00  
• Комфортабельный офис по адресу Проспект Красного знамени .

Подробнее о нас на сайте lmg.group

**Зарплата складывается из оклада и премии за проект.**

","...web дизайне и интерактивных медиа. - Знание пакета Adobe Illustrator,
Photoshop, InDesign. Приветствуется знание 3D. И принципов web-дизайна. -

","Разработка презентаций проектов, логотипов, фирменного стиля мероприятий. -
Подготовка к печати макетов в соответствии с техническими требованиями. -
Научится делать motion design...

"
0,"

Онлайн-школа программирования и разработки инстаграм-масок INSTAMASKI.COM ищет
**РУКОВОДИТЕЛЯ ОТДЕЛА ПРОДАЖ** (удаленно).

Мы обучаем SMM-специалистов, программистов, motion-дизайнеров и фрилансеров
**разрабатывать** маски, игры и фильтры в инстаграмм и **монетизировать** этот
навык.

Вы работаете только с ТЕПЛЫМИ ЗАЯВКАМИ, которые заинтересовались данным
обучением, никакого холодного обзвона и поиск ЛПР.

**Что нужно будет делать:**

  * Организация эффективной работы отдела;
  * Навык активных продаж и знание этапов продаж по телефону;
  * Мотивация сотрудников отдела;
  * Анализировать эффективность каждого менеджера своего отдела;
  * Контролировать переход сделок на реализацию;
  * Распределять входящие заявки между менеджерами отдела продаж;
  * Участвовать в проведении собеседований на открытые вакансии в свой отдел;
  * Проводить тренинги для менеджеров;
  * Контролировать верное ведение базы менеджерами своего отдела;
  * Выполнять план продаж на месяц.
  * Продавать курсы компании по клиентской базе
  * Приглашать оставивших заявку на бесплатный урок.
  * Корректно заполнять карточки сделок в CRM-системе
  * Составлять отчеты по итогам дня

**Что нужно, чтобы выполнять эту работу:**

  * Опыт в продажах обязателен !!!
  * Работа в CRM-системе
  * Базовые знания технологий продаж
  * Умение работать с возражениями
  * Грамотная речь
  * Внимательность, ответственность, дисциплина

**Условия:**

  * Удаленная работа / офис Седова (Казань)
  * Рабочий график 5/2 по 8 часов
  * Оклад + % от продаж Вашего отдела
  * Еженедельные выплаты
  * Оклад зависит от опыта работы в сфере продаж. ( 50 000 руб + %)

Пожалуйста, не откликайтесь на вакансию, если ищете подработку – наша компания
Вам не подойдет.

","Опыт в продажах обязателен !!! Работа в CRM-системе. Базовые знания технологий
продаж. Умение работать с возражениями. Грамотная речь.

","Организация эффективной работы отдела. Навык активных продаж и знание этапов
продаж по телефону. Мотивация сотрудников отдела. Анализировать эффективность
каждого менеджера...

"
0," **Обязанности:**

  * Разрабатывать экосистему контента и полезных материалов, которые работают на бренд через соцсети, СМИ и email-рассылку;
  * Создавать контент (статьи, новости, посты) под различные форматы (блог, соц. сети, СМИ);
  * Организовывать создание фото- и видеоконтента;
  * Разрабатывать стратегию продвижения бренда в социальных сетях: маркетинговый анализ ниши и аудитории, разработка аргументной базы, подбор площадки, smm-инструментов;
  * Отслеживать и модерировать комментарии аудитории, оперативно отвечать на вопросы, консультировать по продуктам;
  * Настраивать таргетированную рекламу в Facebook, Instagram и LinkedIn;
  * Оформлять профили и сообщества в корпоративном стиле;
  * Анализировать эффективность рекламных кампаний в соцсетях, целевые действия кампании, тональность упоминаний, охваты, вовлеченность;
  * Запускать контекстную рекламу совместно с IT-отделом компании.

**Требования:**

  * Английский – Свободный (C1/C2),
  * Русский – Родной, свободный (C2),
  * Пакет Microsoft, Adobe Photoshop (высокий уровень), Adobe Illustrator (базовый уровень),
  * Знания и навыки Social Media Marketing,
  * Базовое знание SEO-оптимизации, контекстной рекламы обязательно,
  * Графический дизайн, фотография, motion design будут преимуществом.

**Условия:**

  * Место работы: г. Санкт-Петербург
  * Уровень заработной платы обсуждается с успешными кандидатами, полное соблюдение правил ТК РФ
  * ДМС, корпоративная связь, уютный и современный офис
  * Работа в стабильной, динамично развивающейся западной компании
  * Возможность стать частью дружной, молодой и амбициозной команды

","Знания и навыки Social Media Marketing. Базовое знание SEO-оптимизации,
контекстной рекламы обязательно. Графический дизайн, фотография, motion design
будут преимуществом.

","Разрабатывать экосистему контента и полезных материалов, которые работают на
бренд через соцсети, СМИ и email-рассылку. Создавать контент (статьи,
новости...

"
0,"

Дирекция медиадизайна МИА ""Россия Сегодня"" ищет **фронтенд разработчика** на
спецпроекты.

**Обязанности:**

  * Разработка спецпроектов (обычно это подразумевает разработку отзывчивых client-only страничек различной сложности. Чаще всего с упором на анимацию и графику, реже — на визуализацию данных)
  * Обработка и оптимизация данных
  * Разработка внутренних продуктов
  * Разработка программных шаблонов
  * Контроль и ревизия кода

**Требования:**

  * Отличное знание современных HTML/JS/CSS
  * Умение работать с Node.js/NPM
  * Умение работать с системой сборки Webpack
  * Отличное знание библиотеки React
  * Умение работать с MobX, Unstated, Hookstate
  * Умение работать с React-router, Router5
  * Умение работать с библиотекой VUE
  * Умение работать с библиотекой Bodymovin
  * Умение работать с движками карт Leaflet, Yandex Maps
  * Умение работать с AJAX и REST-запросами
  * Умение работать с системой контроля версий Git
  * Понимание особенностей графических форматов
  * Хороший уровень программирования
  * Умение работать в команде, коммуникабельность
  * Портфолио реализованных проектов
  * Опыт работы в web-разработке от 3-х лет

**Предпочтения:**

  * Имеющим опыт работы с React + hooks
  * Имеющим опыт работы с анимацией и спецэффектами
  * Имеющим опыт создания серверных приложений на базе Express.js

**Условия:**

  * м. Парк культуры (в шаговой доступности);
  * Заработная плата обсуждается на собеседовании;
  * Оформление по ТК РФ в штат Агентства;
  * График работы: пятидневная рабочая неделя с 10.00 - 19.00;
  * Социальный пакет (ДМС, корпоративный фитнес-клуб, врач-терапевт в офисе);
  * Бесплатное посещение показов фильмов, лекций и других мероприятий на площадках МИА «Россия сегодня»;
  * Аккредитация на профессиональные мероприятия, повышение квалификации.
  * Джуниоров на данный момент, к сожалению, не берем.

**Примеры наших работ:**

ria.ru/20200423/1570480601.html#/main

ria.ru/20191225/1562823126.html

ria.ru/20190816/1557574452.html

ria.ru/20190603/1555077487.html

ria.ru/20190412/1552549127.html

ria.ru/20171117/1509037342.html

ria.ru/20171109/1508430983.html#/main

ria.ru/20161122/1481884823.html

**О нас:**

Дирекция медиадизайна — подразделение МИА «Россия сегодня», отвечающее за
визуальный облик всех продуктов Агентства. Это десятки новостных и нишевых
сайтов (среди них, например: ria.ru, rsport.ria.ru, realty.ria.ru, сайты
новостного агентства Sputnik sputniknews.com и другие) с совокупной
посещаемостью в сотни миллионов просмотров в месяц, а также несколько десятков
брендов и тематических проектов. Все они нуждаются в сильных визуальных
коммуникациях. У нас большой и очень разнообразный коллектив, состоящий из
специалистов по инфографике, веб- и UX-дизайну, разработчиков, иллюстраторов,
3D- и motion-дизайнеров.

Каждый программист в нашем коллективе как правило работает над отдельным
проектом в команде с редактором и дизайнерами, самостоятельно оценивая сроки
выполнения и объемы задачи.

","Отличное знание современных HTML/JS/CSS. Умение работать с Node.js/NPM. Умение
работать с системой сборки Webpack. Отличное знание библиотеки...

","Разработка спецпроектов (обычно это подразумевает разработку отзывчивых
client-only страничек различной сложности. Чаще всего с упором на анимацию и
графику...

"
0,"

As the Principal PM focused on Growth, you’ll play a key role in defining
Squro’s medium and long term success.

This role is a very visible leadership position and has the potential to
continue to accelerate our revenue trajectory from best in class to class
defining.

You’ll be a key member of the Product leadership team, and will work with
other leaders across Engineering, Marketing, Sales, Analytics. You’ll also
work directly with exec team members on key company priorities and projects.

This is both a creative and analytical role. You’ll have the opportunity to
take our data and insights, and turn that into better and better ways for us
to acquire new customers, engage those customers, and deepen and broaden their
usage of Squro.

  
**Requirements:**

— 5+ years of experience working in product teams with a strong track record
of shipping high-quality software. You can point to the product you’ve helped
ship over this time and explain how and why it did or did not succeed.  
— 3+ years experience working in Product teams that directly drive business
growth, likely as a Principal PM, Senior PM or PM leader. This might include
things like leading growth-oriented product teams, or leading growth product
groups. You can point to product you helped ship, and product you led, and how
it directly drove business growth.  
— You likely have managed PM teams but would prefer to get back closer to the
product work itself.  
— Deep understanding of how fintech businesses work, the levers that exist to
grow that business, and metrics.  
— You have worked in companies that have both a self serve and sales motion,
and have experience thinking about different customer journeys through both
channels.  
— You’re very comfortable analyzing business dashboards, you’ve likely run
your own SQL queries in the past to get a deeper understanding of the numbers
you’re looking at.  
— You’re deeply passionate about business growth, and love getting into the
details and mechanics of how businesses grow.  
— You’ve got an excellent track record of driving short term growth, but you
think as much about the medium and long term. You don’t sacrifice the long
term for short term gains. You’re more likely to read articles by — Warren
Buffett than articles about ’short term growth hacking’.  
— You’re passionate about the latest ideas, patterns, and trends when it comes
to new ways to grow an internet business. You love to consume, digest and
share the latest with your colleagues, adding your own commentary and insights
on top.  
— You’re an excellent leader, very confident and competent at leading people
and teams, in groups and individually. You’ve excellent communication skills
in any medium.  
— You’re not only very comfortable working in an ambiguous ever changing
environment, you thrive in it.  
— Ability to effect change. There are many things that we still need to evolve
and improve how we work, and this role will be a key part in driving that
change.  
— A growth mindset. Willingness to own problems. Comfort with ambiguity. A
passion for building product. A desire to make things better. A sense of
optimism.  
— Ability to communicate (written and verbally) with precision, clarity,
honesty, and respect.

**We offer:**

— Interesting and challenging tasks with our own product;  
— Friendly working environment;  
— Flexible schedule;  
— Possibility of personal and professional growth;  
— Cozy office in the city center (1 minute from Pecherska metro station);  
— For the period of quarantine — remote work from home;  
— Competitive salary and meaningful equity.

**Responsibilities:**

— Your job is to drive our growth numbers, and drive changes in product,
marketing and elsewhere that fuel that growth.  
— Your focus will be on driving our growth numbers throughout our self serve
channel, including but not limited to customer activation and growth, revenue
growth, customer retention.  
— You will think about the end to end customer journey, thinking across
product and marketing to ensure our customers experience is a compelling,
coherent, and consistent one.  
— Whilst the role is focused on our self serve channel, you won’t stop there.
You will collaborate deeply with our Sales team, to ensure we have joined up
thinking across the company, and that there is a seamless transition for
customers who move from the self serve to sales channel and vice versa.  
— As part of the Product team, you will partner with key stakeholders in
Marketing, Sales, and Engineering to identify the biggest opportunities for
growth. You will work with them to turn ideas into projects and lead or guide
those projects to successful outcomes. This might include things like our
pricing, packaging, positioning, purchase experience, and initial and ongoing
customer onboarding.  
— You will work with our product teams to help them create their roadmaps,
helping them think about creative opportunities to drive growth.  
— You’ll work with product teams to advise them on executing their roadmaps,
from product decisions, scoping decisions, design and engineering decisions.  
— You will work with the leadership team of the company, helping them
understand the latest growth numbers and trends, advising on what we need to
do. This will include leading discussions, engaging in debate, driving an
opinionated group to reach a conclusion.  
— This role is a Principal role, and therefore does not include line
management. You will be part of a small, very senior Principal team that work
as experts on top company priorities.  
— You will work on hard, challenging and complex problems that exist in a very
fast paced, ever-changing, dynamic environment.  
— You will use your deep domain knowledge and experience to advise others on
what to do, people across the company will look to you as our expert, and you,
therefore, love teaching, guiding and coaching others.

","5+ years of experience working in product teams with a strong track record of
shipping high-quality software.

","You’ll work with product teams to advise them on executing their roadmaps,
from product decisions, scoping decisions, design and...

"
